Id,Nombre,Localidad,Ano,NoFamilias,NoPersonas,Ano_1,ExistenDesplazados,PorcentajeDesplazamiento,Fecha,Alcantarillado,Electricidad,Colegio,CAI,Gas,HospitalPublico,Transporte,IntervencionTecho,Coordenada,poligono,poligono_geojson
117,Villas de Santa Isabel,Usme,1905,110,350,1905,Si,Menos del 50%,2015-12-10T16:35:06.840Z,Si,Si,Si,Si,Si,Si,Si,No,POINT (-74.1059152777778 4.51666111111111),"POLYGON((-74.1066617 4.5171849,-74.1062915 4.5174577,-74.106136 4.5174416,-74.1059589 4.5174577,-74.1058141 4.5174577,-74.1056639 4.5174577,-74.105503 4.5174844,-74.1054493 4.5170887,-74.105442 4.516851,-74.1053796 4.5165753,-74.1053635 4.516356,-74.105401 4.5161528,-74.1054386 4.515987,-74.1055459 4.5158373,-74.1057175 4.5156929,-74.1059268 4.5155271,-74.1066617 4.5171849))","{""type"":""Polygon"",""coordinates"":[[[-74.1066617,4.5171849],[-74.1062915,4.5174577],[-74.106136,4.5174416],[-74.1059589,4.5174577],[-74.1058141,4.5174577],[-74.1056639,4.5174577],[-74.105503,4.5174844],[-74.1054493,4.5170887],[-74.105442,4.516851],[-74.1053796,4.5165753],[-74.1053635,4.516356],[-74.105401,4.5161528],[-74.1054386,4.515987],[-74.1055459,4.5158373],[-74.1057175,4.5156929],[-74.1059268,4.5155271],[-74.1066617,4.5171849]]]}"
119,El Paraíso,Ciudad Bolivar,,,,,Si,Más del 50%,2015-12-10T16:37:50.030Z,Si,Si,Si,Si,Si,Si,Si,Si,POINT (-74.1612263888889 4.551095),"POLYGON((-74.158659 4.5536985,-74.159292 4.5519124,-74.1604024 4.5489285,-74.1597533 4.5487414,-74.1594261 4.5486344,-74.1588414 4.5483296,-74.1586992 4.5481531,-74.158596 4.5480061,-74.1584639 4.5478523,-74.1584783 4.5477487,-74.1585606 4.5475472,-74.1586554 4.5475587,-74.158735 4.547511,-74.1588445 4.5473214,-74.1589851 4.5472373,-74.1594208 4.547105,-74.1597528 4.5470596,-74.1600903 4.5470569,-74.160336 4.5470943,-74.1604628 4.5468644,-74.1607216 4.5469286,-74.1610192 4.5469715,-74.1610835 4.5470412,-74.161099 4.547209,-74.161057 4.547388,-74.1609897 4.5475432,-74.1608742 4.5476391,-74.160772 4.547863,-74.160627 4.548356,-74.1609871 4.5485328,-74.1628003 4.5492921,-74.1638947 4.5496558,-74.1643345 4.5498162,-74.1650319 4.5500622,-74.1651392 4.550383,-74.1652358 4.5507146,-74.1650963 4.5509499,-74.1648066 4.551121,-74.1644526 4.5513349,-74.1640556 4.5515595,-74.1638732 4.5517092,-74.1635942 4.5518269,-74.1633582 4.5520194,-74.1632187 4.5521263,-74.1631114 4.5522012,-74.1629612 4.5523402,-74.1627789 4.5525862,-74.1627038 4.5528536,-74.1625965 4.5529284,-74.1622531 4.5530354,-74.1619098 4.5532493,-74.1615021 4.5535274,-74.1612983 4.5536236,-74.1610408 4.5537627,-74.1609228 4.5539552,-74.1607189 4.5542225,-74.1605151 4.5544792,-74.1603434 4.5546931,-74.1602039 4.5548001,-74.1599679 4.5548428,-74.159807 4.5549605,-74.1595817 4.5552172,-74.1591632 4.5554418,-74.1586375 4.55526,-74.1587341 4.5547252,-74.159003 4.554016,-74.158659 4.5536985))","{""type"":""Polygon"",""coordinates"":[[[-74.158659,4.5536985],[-74.159292,4.5519124],[-74.1604024,4.5489285],[-74.1597533,4.5487414],[-74.1594261,4.5486344],[-74.1588414,4.5483296],[-74.1586992,4.5481531],[-74.158596,4.5480061],[-74.1584639,4.5478523],[-74.1584783,4.5477487],[-74.1585606,4.5475472],[-74.1586554,4.5475587],[-74.158735,4.547511],[-74.1588445,4.5473214],[-74.1589851,4.5472373],[-74.1594208,4.547105],[-74.1597528,4.5470596],[-74.1600903,4.5470569],[-74.160336,4.5470943],[-74.1604628,4.5468644],[-74.1607216,4.5469286],[-74.1610192,4.5469715],[-74.1610835,4.5470412],[-74.161099,4.547209],[-74.161057,4.547388],[-74.1609897,4.5475432],[-74.1608742,4.5476391],[-74.160772,4.547863],[-74.160627,4.548356],[-74.1609871,4.5485328],[-74.1628003,4.5492921],[-74.1638947,4.5496558],[-74.1643345,4.5498162],[-74.1650319,4.5500622],[-74.1651392,4.550383],[-74.1652358,4.5507146],[-74.1650963,4.5509499],[-74.1648066,4.551121],[-74.1644526,4.5513349],[-74.1640556,4.5515595],[-74.1638732,4.5517092],[-74.1635942,4.5518269],[-74.1633582,4.5520194],[-74.1632187,4.5521263],[-74.1631114,4.5522012],[-74.1629612,4.5523402],[-74.1627789,4.5525862],[-74.1627038,4.5528536],[-74.1625965,4.5529284],[-74.1622531,4.5530354],[-74.1619098,4.5532493],[-74.1615021,4.5535274],[-74.1612983,4.5536236],[-74.1610408,4.5537627],[-74.1609228,4.5539552],[-74.1607189,4.5542225],[-74.1605151,4.5544792],[-74.1603434,4.5546931],[-74.1602039,4.5548001],[-74.1599679,4.5548428],[-74.159807,4.5549605],[-74.1595817,4.5552172],[-74.1591632,4.5554418],[-74.1586375,4.55526],[-74.1587341,4.5547252],[-74.159003,4.554016],[-74.158659,4.5536985]]]}"
120,JJ Rendón,Usme,1988,150,350,1988,Si,Más del 50%,2015-12-10T16:38:41.436Z,Si,Si,Si,No,Si,No,Si,Si,POINT (-74.0880483333333 4.49959888888889),"POLYGON((-74.085726 4.499879,-74.0855634 4.4992911,-74.0856332 4.499251,-74.0865129 4.4989195,-74.0870386 4.4987751,-74.0871191 4.4989328,-74.0875322 4.4987831,-74.0876448 4.498981,-74.0877521 4.4989328,-74.0878379 4.4991949,-74.0882403 4.4990879,-74.0881652 4.4988045,-74.0883476 4.4987563,-74.0891898 4.4984783,-74.0892434 4.4985959,-74.0899247 4.4983125,-74.0898335 4.4980504,-74.0900105 4.4979755,-74.0901393 4.4983018,-74.0904075 4.4982109,-74.0908527 4.4986654,-74.0909815 4.4988793,-74.0911156 4.4990772,-74.091019 4.4991253,-74.0911263 4.499382,-74.0910083 4.4994355,-74.0909386 4.4992163,-74.0894526 4.4997243,-74.0895385 4.4999757,-74.089399 4.5000773,-74.0891147 4.5001521,-74.0887821 4.5001147,-74.0882403 4.5002858,-74.0877789 4.5005853,-74.0876019 4.5007351,-74.0868831 4.500965,-74.0869367 4.5010987,-74.0867007 4.501195,-74.0867543 4.5013287,-74.0864271 4.501457,-74.0864325 4.5015586,-74.0862715 4.5015586,-74.0860355 4.5009008,-74.0861106 4.5004677,-74.0861106 4.500211,-74.085726 4.499879))","{""type"":""Polygon"",""coordinates"":[[[-74.085726,4.499879],[-74.0855634,4.4992911],[-74.0856332,4.499251],[-74.0865129,4.4989195],[-74.0870386,4.4987751],[-74.0871191,4.4989328],[-74.0875322,4.4987831],[-74.0876448,4.498981],[-74.0877521,4.4989328],[-74.0878379,4.4991949],[-74.0882403,4.4990879],[-74.0881652,4.4988045],[-74.0883476,4.4987563],[-74.0891898,4.4984783],[-74.0892434,4.4985959],[-74.0899247,4.4983125],[-74.0898335,4.4980504],[-74.0900105,4.4979755],[-74.0901393,4.4983018],[-74.0904075,4.4982109],[-74.0908527,4.4986654],[-74.0909815,4.4988793],[-74.0911156,4.4990772],[-74.091019,4.4991253],[-74.0911263,4.499382],[-74.0910083,4.4994355],[-74.0909386,4.4992163],[-74.0894526,4.4997243],[-74.0895385,4.4999757],[-74.089399,4.5000773],[-74.0891147,4.5001521],[-74.0887821,4.5001147],[-74.0882403,4.5002858],[-74.0877789,4.5005853],[-74.0876019,4.5007351],[-74.0868831,4.500965],[-74.0869367,4.5010987],[-74.0867007,4.501195],[-74.0867543,4.5013287],[-74.0864271,4.501457],[-74.0864325,4.5015586],[-74.0862715,4.5015586],[-74.0860355,4.5009008],[-74.0861106,4.5004677],[-74.0861106,4.500211],[-74.085726,4.499879]]]}"
121,La Colina,Ciudad Bolivar,1997,700,2800,1997,Si,,2015-12-10T16:40:07.356Z,No,No,No,No,No,No,No,Si,POINT (-74.1368477777778 4.53515055555556),"POLYGON((-74.1379738 4.5341692,-74.1375446 4.5349714,-74.1369438 4.5362762,-74.1367131 4.5366024,-74.136166 4.5375756,-74.1361821 4.5372815,-74.1362894 4.5370676,-74.1360319 4.5358698,-74.1360319 4.5357093,-74.1361499 4.5356772,-74.1363859 4.5353992,-74.1364288 4.535196,-74.1363215 4.5347254,-74.1366005 4.5340836,-74.1364396 4.5339125,-74.1363859 4.5336024,-74.1366434 4.5335382,-74.1369009 4.5336665,-74.1379738 4.5341692))","{""type"":""Polygon"",""coordinates"":[[[-74.1379738,4.5341692],[-74.1375446,4.5349714],[-74.1369438,4.5362762],[-74.1367131,4.5366024],[-74.136166,4.5375756],[-74.1361821,4.5372815],[-74.1362894,4.5370676],[-74.1360319,4.5358698],[-74.1360319,4.5357093],[-74.1361499,4.5356772],[-74.1363859,4.5353992],[-74.1364288,4.535196],[-74.1363215,4.5347254],[-74.1366005,4.5340836],[-74.1364396,4.5339125],[-74.1363859,4.5336024],[-74.1366434,4.5335382],[-74.1369009,4.5336665],[-74.1379738,4.5341692]]]}"
122,La Flora,Usme,1980,500,2500,1980,Si,Menos del 50%,2015-12-10T16:41:52.810Z,Si,Si,Si,Si,Si,No,No,No,POINT (-74.0921411111111 4.51662111111111),"POLYGON((-74.0941197 4.5175272,-74.0939641 4.517939,-74.093948 4.5188053,-74.0938407 4.5194043,-74.0932184 4.5194417,-74.0932024 4.5198963,-74.0928751 4.5198909,-74.0928805 4.5200299,-74.0912604 4.519661,-74.091078 4.5189069,-74.0907454 4.5179871,-74.0905416 4.5175485,-74.0896833 4.5170673,-74.0879506 4.5168052,-74.0887928 4.5162972,-74.0887392 4.5157732,-74.088664 4.5152918,-74.0890503 4.5151314,-74.0889108 4.5148319,-74.0895009 4.5146608,-74.0901982 4.5145646,-74.0907133 4.5145324,-74.0913194 4.5144789,-74.0921107 4.5143453,-74.0925989 4.5143319,-74.0932614 4.5140645,-74.0936262 4.5139762,-74.0943154 4.513848,-74.0944067 4.5146421,-74.0945488 4.5146555,-74.0944952 4.5151848,-74.094986 4.5152972,-74.0953065 4.5156581,-74.095338 4.5162183,-74.0951499 4.5162738,-74.0951739 4.5168845,-74.0951376 4.5172647,-74.0946614 4.5172705,-74.0945863 4.5175432,-74.0941197 4.5175272))","{""type"":""Polygon"",""coordinates"":[[[-74.0941197,4.5175272],[-74.0939641,4.517939],[-74.093948,4.5188053],[-74.0938407,4.5194043],[-74.0932184,4.5194417],[-74.0932024,4.5198963],[-74.0928751,4.5198909],[-74.0928805,4.5200299],[-74.0912604,4.519661],[-74.091078,4.5189069],[-74.0907454,4.5179871],[-74.0905416,4.5175485],[-74.0896833,4.5170673],[-74.0879506,4.5168052],[-74.0887928,4.5162972],[-74.0887392,4.5157732],[-74.088664,4.5152918],[-74.0890503,4.5151314],[-74.0889108,4.5148319],[-74.0895009,4.5146608],[-74.0901982,4.5145646],[-74.0907133,4.5145324],[-74.0913194,4.5144789],[-74.0921107,4.5143453],[-74.0925989,4.5143319],[-74.0932614,4.5140645],[-74.0936262,4.5139762],[-74.0943154,4.513848],[-74.0944067,4.5146421],[-74.0945488,4.5146555],[-74.0944952,4.5151848],[-74.094986,4.5152972],[-74.0953065,4.5156581],[-74.095338,4.5162183],[-74.0951499,4.5162738],[-74.0951739,4.5168845],[-74.0951376,4.5172647],[-74.0946614,4.5172705],[-74.0945863,4.5175432],[-74.0941197,4.5175272]]]}"
123,La esperanza,Usme,1972,1200,7000,1972,Si,Menos del 50%,2015-12-10T16:47:09.246Z,Si,Si,Si,No,Si,No,Si,No,POINT (-74.0969669444445 4.50893),"POLYGON((-74.0271449 4.669398,-74.0269518 4.6696974,-74.0265763 4.6699647,-74.0262973 4.6706491,-74.026018 4.671343,-74.0258038 4.6723814,-74.0250206 4.671943,-74.02451 4.671642,-74.0239584 4.6721034,-74.0236795 4.6724562,-74.023547 4.672747,-74.0229177 4.6729909,-74.0225852 4.6731085,-74.022165 4.67294,-74.0219307 4.672499,-74.0220058 4.6721675,-74.0221667 4.6712693,-74.0222311 4.6710661,-74.0226388 4.6705528,-74.0231216 4.669954,-74.023186 4.6696439,-74.023365 4.669374,-74.0234864 4.6688954,-74.0237439 4.668318,-74.0239584 4.6678261,-74.0243983 4.6681576,-74.0246236 4.6678368,-74.0256965 4.6687136,-74.0263188 4.6682324,-74.0268981 4.6692055,-74.0271449 4.669398))","{""type"":""Polygon"",""coordinates"":[[[-74.0271449,4.669398],[-74.0269518,4.6696974],[-74.0265763,4.6699647],[-74.0262973,4.6706491],[-74.026018,4.671343],[-74.0258038,4.6723814],[-74.0250206,4.671943],[-74.02451,4.671642],[-74.0239584,4.6721034],[-74.0236795,4.6724562],[-74.023547,4.672747],[-74.0229177,4.6729909],[-74.0225852,4.6731085],[-74.022165,4.67294],[-74.0219307,4.672499],[-74.0220058,4.6721675],[-74.0221667,4.6712693],[-74.0222311,4.6710661],[-74.0226388,4.6705528],[-74.0231216,4.669954],[-74.023186,4.6696439],[-74.023365,4.669374],[-74.0234864,4.6688954],[-74.0237439,4.668318],[-74.0239584,4.6678261],[-74.0243983,4.6681576],[-74.0246236,4.6678368],[-74.0256965,4.6687136],[-74.0263188,4.6682324],[-74.0268981,4.6692055],[-74.0271449,4.669398]]]}"
124,Laureles,San Cristobal,1990,250,1500,1990,No,,2015-12-10T16:43:48.543Z,Si,Si,,,No,,,Si,POINT (-74.0687175 4.56710194444444),"POLYGON((-74.0683866 4.5657088,-74.0686762 4.5660404,-74.0689445 4.5662436,-74.0694809 4.5668318,-74.0699637 4.5672382,-74.070366 4.5676285,-74.0701032 4.5681259,-74.0699691 4.5685162,-74.0694058 4.5682649,-74.0690088 4.5681793,-74.0686548 4.5679868,-74.068011 4.5676981,-74.0678394 4.5674949,-74.0673673 4.5674093,-74.0672922 4.5669815,-74.0674102 4.5666072,-74.067649 4.566096,-74.0678179 4.5658693,-74.0679145 4.5654415,-74.0683866 4.5657088))","{""type"":""Polygon"",""coordinates"":[[[-74.0683866,4.5657088],[-74.0686762,4.5660404],[-74.0689445,4.5662436],[-74.0694809,4.5668318],[-74.0699637,4.5672382],[-74.070366,4.5676285],[-74.0701032,4.5681259],[-74.0699691,4.5685162],[-74.0694058,4.5682649],[-74.0690088,4.5681793],[-74.0686548,4.5679868],[-74.068011,4.5676981],[-74.0678394,4.5674949],[-74.0673673,4.5674093],[-74.0672922,4.5669815],[-74.0674102,4.5666072],[-74.067649,4.566096],[-74.0678179,4.5658693],[-74.0679145,4.5654415],[-74.0683866,4.5657088]]]}"
245,El Edén,Ciudad Bolivar,1995,1700,8500,1995,Si,,2015-12-11T12:30:41.076Z,No,Si,Si,Si,Si,Si,Si,No,POINT (-74.1634883333333 4.54753),"POLYGON((-74.1616416 4.547859,-74.1618562 4.5475382,-74.1621619 4.5473777,-74.1623604 4.5472494,-74.1625535 4.547089,-74.162854 4.5468751,-74.1630578 4.5466932,-74.1630954 4.5465596,-74.1632026 4.5465916,-74.1634011 4.5464152,-74.1636211 4.5462066,-74.1637927 4.5459553,-74.1640073 4.5456826,-74.164238 4.5453136,-74.16493 4.5458216,-74.1657561 4.5464259,-74.1653591 4.5469178,-74.1651982 4.5468055,-74.1646242 4.5476718,-74.1635942 4.5492868,-74.1632777 4.5492868,-74.1631758 4.5493082,-74.163031 4.5493724,-74.1628003 4.5492921,-74.1612554 4.5486451,-74.1613626 4.5482761,-74.1616416 4.547859))","{""type"":""Polygon"",""coordinates"":[[[-74.1616416,4.547859],[-74.1618562,4.5475382],[-74.1621619,4.5473777],[-74.1623604,4.5472494],[-74.1625535,4.547089],[-74.162854,4.5468751],[-74.1630578,4.5466932],[-74.1630954,4.5465596],[-74.1632026,4.5465916],[-74.1634011,4.5464152],[-74.1636211,4.5462066],[-74.1637927,4.5459553],[-74.1640073,4.5456826],[-74.164238,4.5453136],[-74.16493,4.5458216],[-74.1657561,4.5464259],[-74.1653591,4.5469178],[-74.1651982,4.5468055],[-74.1646242,4.5476718],[-74.1635942,4.5492868],[-74.1632777,4.5492868],[-74.1631758,4.5493082],[-74.163031,4.5493724],[-74.1628003,4.5492921],[-74.1612554,4.5486451],[-74.1613626,4.5482761],[-74.1616416,4.547859]]]}"
246,Villa Cindy - Villa de los Ángeles,Suba,2009,16,75,2009,Si,Más del 50%,2015-12-10T17:29:33.280Z,No,No,No,Si,No,No,Si,No,POINT (-74.1302988888889 4.74533055555556),"POLYGON((-74.1300103 4.7452088,-74.1300479 4.7450992,-74.130064 4.744995,-74.1301069 4.7449602,-74.1301525 4.7449308,-74.1302007 4.7449095,-74.1302168 4.7449442,-74.1302142 4.7450057,-74.1301873 4.745126,-74.1301605 4.7452222,-74.130131 4.7453264,-74.1300747 4.7454494,-74.1300291 4.7455162,-74.129962 4.7456232,-74.1298306 4.7455643,-74.1299057 4.7454574,-74.129954 4.7453959,-74.1299781 4.7453211,-74.1300103 4.7452088))","{""type"":""Polygon"",""coordinates"":[[[-74.1300103,4.7452088],[-74.1300479,4.7450992],[-74.130064,4.744995],[-74.1301069,4.7449602],[-74.1301525,4.7449308],[-74.1302007,4.7449095],[-74.1302168,4.7449442],[-74.1302142,4.7450057],[-74.1301873,4.745126],[-74.1301605,4.7452222],[-74.130131,4.7453264],[-74.1300747,4.7454494],[-74.1300291,4.7455162],[-74.129962,4.7456232],[-74.1298306,4.7455643],[-74.1299057,4.7454574],[-74.129954,4.7453959],[-74.1299781,4.7453211],[-74.1300103,4.7452088]]]}"
247,Santa Rita,Suba,2010,35,175,2010,,,2015-12-10T17:29:23.263Z,No,No,No,No,No,No,Si,No,POINT (-74.1251913888889 4.74723722222222),"POLYGON((-74.1258287 4.7466389,-74.1258502 4.7466897,-74.1257027 4.7467966,-74.1255391 4.7468955,-74.1253835 4.7470185,-74.1253003 4.7470906,-74.1252172 4.7472056,-74.1251528 4.7472884,-74.1251153 4.7473686,-74.125067 4.7474889,-74.1250536 4.7475932,-74.1250241 4.7477081,-74.1250187 4.747815,-74.1250402 4.7479166,-74.1250965 4.7480796,-74.1249356 4.7481331,-74.1248712 4.747946,-74.124831 4.7478364,-74.1248497 4.7477054,-74.1248712 4.7475156,-74.1248685 4.7473553,-74.1249114 4.7472163,-74.1249812 4.747104,-74.1250455 4.7470078,-74.125185 4.7468875,-74.1252655 4.7468126,-74.1253996 4.7467592,-74.1256088 4.7466309,-74.1257697 4.7465266,-74.1258287 4.7466389))","{""type"":""Polygon"",""coordinates"":[[[-74.1258287,4.7466389],[-74.1258502,4.7466897],[-74.1257027,4.7467966],[-74.1255391,4.7468955],[-74.1253835,4.7470185],[-74.1253003,4.7470906],[-74.1252172,4.7472056],[-74.1251528,4.7472884],[-74.1251153,4.7473686],[-74.125067,4.7474889],[-74.1250536,4.7475932],[-74.1250241,4.7477081],[-74.1250187,4.747815],[-74.1250402,4.7479166],[-74.1250965,4.7480796],[-74.1249356,4.7481331],[-74.1248712,4.747946],[-74.124831,4.7478364],[-74.1248497,4.7477054],[-74.1248712,4.7475156],[-74.1248685,4.7473553],[-74.1249114,4.7472163],[-74.1249812,4.747104],[-74.1250455,4.7470078],[-74.125185,4.7468875],[-74.1252655,4.7468126],[-74.1253996,4.7467592],[-74.1256088,4.7466309],[-74.1257697,4.7465266],[-74.1258287,4.7466389]]]}"
248,San Vicente,San Cristobal,1960,280,1131,1960,No,,2015-12-10T17:29:47.576Z,Si,Si,Si,No,Si,No,Si,No,POINT (-74.0864575 4.55294694444444),"POLYGON((-74.087666 4.554204,-74.0874088 4.5540033,-74.0871888 4.5538589,-74.0869689 4.5538322,-74.0866256 4.5538536,-74.0863842 4.5538963,-74.0861535 4.553891,-74.0860248 4.5538803,-74.0855366 4.5537573,-74.0851289 4.5536504,-74.0848553 4.5535862,-74.08485 4.5531156,-74.08485 4.5529391,-74.084866 4.5526825,-74.0848929 4.5525648,-74.0849411 4.5524258,-74.0849948 4.5523402,-74.0850645 4.5522654,-74.0852523 4.5521531,-74.0856224 4.5519552,-74.0859658 4.5517734,-74.086311 4.551618,-74.0863895 4.5517199,-74.0864432 4.5518001,-74.0865183 4.5519017,-74.0865827 4.5519659,-74.0866899 4.5520247,-74.0867919 4.5520568,-74.0869421 4.5520835,-74.0870655 4.5520622,-74.0871835 4.5520408,-74.0873069 4.5519499,-74.0874195 4.5518108,-74.0875697 4.552014,-74.0876287 4.5521638,-74.0876931 4.5524365,-74.0878916 4.5529766,-74.0881008 4.5535113,-74.0880847 4.5537199,-74.0880471 4.5538643,-74.0878969 4.5540033,-74.087666 4.554204))","{""type"":""Polygon"",""coordinates"":[[[-74.087666,4.554204],[-74.0874088,4.5540033],[-74.0871888,4.5538589],[-74.0869689,4.5538322],[-74.0866256,4.5538536],[-74.0863842,4.5538963],[-74.0861535,4.553891],[-74.0860248,4.5538803],[-74.0855366,4.5537573],[-74.0851289,4.5536504],[-74.0848553,4.5535862],[-74.08485,4.5531156],[-74.08485,4.5529391],[-74.084866,4.5526825],[-74.0848929,4.5525648],[-74.0849411,4.5524258],[-74.0849948,4.5523402],[-74.0850645,4.5522654],[-74.0852523,4.5521531],[-74.0856224,4.5519552],[-74.0859658,4.5517734],[-74.086311,4.551618],[-74.0863895,4.5517199],[-74.0864432,4.5518001],[-74.0865183,4.5519017],[-74.0865827,4.5519659],[-74.0866899,4.5520247],[-74.0867919,4.5520568],[-74.0869421,4.5520835],[-74.0870655,4.5520622],[-74.0871835,4.5520408],[-74.0873069,4.5519499],[-74.0874195,4.5518108],[-74.0875697,4.552014],[-74.0876287,4.5521638],[-74.0876931,4.5524365],[-74.0878916,4.5529766],[-74.0881008,4.5535113],[-74.0880847,4.5537199],[-74.0880471,4.5538643],[-74.0878969,4.5540033],[-74.087666,4.554204]]]}"
249,Sagrada Familia,San Cristobal,1960,280,,1960,NULL,NULL,2015-12-10T17:34:42.200Z,Si,Si,Si,Si,Si,Si,Si,No,POINT (-74.0788116666667 4.56629666666667),"POLYGON((-74.0788203 4.5671152,-74.0784609 4.566896,-74.0782624 4.5667302,-74.0783376 4.5666125,-74.0783536 4.5665003,-74.0783805 4.5661045,-74.078399 4.565822,-74.0784663 4.5656233,-74.0784448 4.5655003,-74.0785414 4.565372,-74.0786004 4.5651313,-74.0788257 4.5654094,-74.0790027 4.5656714,-74.0790939 4.5659334,-74.0790939 4.5662489,-74.0795231 4.5663719,-74.0795124 4.5664842,-74.0794373 4.5665698,-74.0793568 4.5667195,-74.0793139 4.5668585,-74.0792441 4.5669548,-74.0791798 4.5670136,-74.0790832 4.567051,-74.0789062 4.5670671,-74.0788203 4.5671152))","{""type"":""Polygon"",""coordinates"":[[[-74.0788203,4.5671152],[-74.0784609,4.566896],[-74.0782624,4.5667302],[-74.0783376,4.5666125],[-74.0783536,4.5665003],[-74.0783805,4.5661045],[-74.078399,4.565822],[-74.0784663,4.5656233],[-74.0784448,4.5655003],[-74.0785414,4.565372],[-74.0786004,4.5651313],[-74.0788257,4.5654094],[-74.0790027,4.5656714],[-74.0790939,4.5659334],[-74.0790939,4.5662489],[-74.0795231,4.5663719],[-74.0795124,4.5664842],[-74.0794373,4.5665698],[-74.0793568,4.5667195],[-74.0793139,4.5668585],[-74.0792441,4.5669548],[-74.0791798,4.5670136],[-74.0790832,4.567051],[-74.0789062,4.5670671],[-74.0788203,4.5671152]]]}"
250,Triángulo alto,San Cristobal,1978,150,1000,1978,Si,Menos del 50%,2015-12-11T12:24:24.310Z,Si,Si,No,No,No,No,No,No,POINT (-74.0757269444444 4.56562916666667),"POLYGON((-74.0754971 4.5648533,-74.0756178 4.5648987,-74.075658 4.5649228,-74.0757117 4.565003,-74.0757546 4.5650618,-74.0757975 4.5651447,-74.075886 4.5653479,-74.075949 4.565461,-74.075966 4.565544,-74.0759477 4.5656393,-74.075883 4.56576,-74.075841 4.565889,-74.075837 4.565991,-74.0758646 4.5660324,-74.075919 4.566095,-74.0759665 4.5661286,-74.0759933 4.5661874,-74.0760023 4.5662238,-74.0759173 4.5662541,-74.0758399 4.5662532,-74.0757637 4.566202,-74.0756983 4.566134,-74.0756713 4.566108,-74.0756312 4.5660805,-74.0755132 4.5660644,-74.07554 4.5659361,-74.0755239 4.565789,-74.0755051 4.565634,-74.075481 4.5655858,-74.0754139 4.5655591,-74.075363 4.5655457,-74.075312 4.5654842,-74.0753174 4.5654334,-74.0753388 4.5653693,-74.0754113 4.5653586,-74.0754515 4.5653639,-74.0754569 4.5652891,-74.0754461 4.5652276,-74.0754113 4.5650966,-74.0754274 4.5650083,-74.0754971 4.5648533))","{""type"":""Polygon"",""coordinates"":[[[-74.0754971,4.5648533],[-74.0756178,4.5648987],[-74.075658,4.5649228],[-74.0757117,4.565003],[-74.0757546,4.5650618],[-74.0757975,4.5651447],[-74.075886,4.5653479],[-74.075949,4.565461],[-74.075966,4.565544],[-74.0759477,4.5656393],[-74.075883,4.56576],[-74.075841,4.565889],[-74.075837,4.565991],[-74.0758646,4.5660324],[-74.075919,4.566095],[-74.0759665,4.5661286],[-74.0759933,4.5661874],[-74.0760023,4.5662238],[-74.0759173,4.5662541],[-74.0758399,4.5662532],[-74.0757637,4.566202],[-74.0756983,4.566134],[-74.0756713,4.566108],[-74.0756312,4.5660805],[-74.0755132,4.5660644],[-74.07554,4.5659361],[-74.0755239,4.565789],[-74.0755051,4.565634],[-74.075481,4.5655858],[-74.0754139,4.5655591],[-74.075363,4.5655457],[-74.075312,4.5654842],[-74.0753174,4.5654334],[-74.0753388,4.5653693],[-74.0754113,4.5653586],[-74.0754515,4.5653639],[-74.0754569,4.5652891],[-74.0754461,4.5652276],[-74.0754113,4.5650966],[-74.0754274,4.5650083],[-74.0754971,4.5648533]]]}"
251,Compostela 2,Usme,1986,180,1000,1986,Si,Menos del 50%,2015-12-21T21:55:01.930Z,Si,Si,No,No,Si,No,Si,No,POINT (-74.1001280555555 4.51039583333333),"POLYGON((-74.1002646 4.5109147,-74.099991 4.5109815,-74.099983 4.5104093,-74.0996504 4.5103344,-74.0993527 4.5103318,-74.09935 4.509928,-74.0995753 4.5099333,-74.0998784 4.5099815,-74.0999079 4.5101098,-74.10027 4.510174,-74.100675 4.5102515,-74.1008252 4.5102729,-74.1008332 4.5103211,-74.1009942 4.5103558,-74.1009888 4.5104307,-74.100903 4.5104467,-74.1008386 4.5104842,-74.1007823 4.5105403,-74.1007072 4.5105965,-74.1006508 4.5106419,-74.1005409 4.5107115,-74.1004604 4.5107783,-74.1003773 4.5108425,-74.1003183 4.5108746,-74.1002646 4.5109147))","{""type"":""Polygon"",""coordinates"":[[[-74.1002646,4.5109147],[-74.099991,4.5109815],[-74.099983,4.5104093],[-74.0996504,4.5103344],[-74.0993527,4.5103318],[-74.09935,4.509928],[-74.0995753,4.5099333],[-74.0998784,4.5099815],[-74.0999079,4.5101098],[-74.10027,4.510174],[-74.100675,4.5102515],[-74.1008252,4.5102729],[-74.1008332,4.5103211],[-74.1009942,4.5103558],[-74.1009888,4.5104307],[-74.100903,4.5104467],[-74.1008386,4.5104842],[-74.1007823,4.5105403],[-74.1007072,4.5105965],[-74.1006508,4.5106419],[-74.1005409,4.5107115],[-74.1004604,4.5107783],[-74.1003773,4.5108425],[-74.1003183,4.5108746],[-74.1002646,4.5109147]]]}"
